NORMA,ART,APT,OPC,PTOS,CALIF,INFRACCION,MULTA,RESPONS,COMENTARIO,MATERIA
VEH,10,1,5D,0,"Muy grave 077.-
L)","Circular El Vehículo Reseñado, Habiendo Quedado Inhabilitado Para Ello Al No Haber Sido Sometido A Nueva Inspección En El Plazo Máximo Reglamentariamente Establecido, Tras Un Primer Resultado Desfavorable En Aquella. (En Relación Directa Con Lo Preceptuado En El Art.
11 Del Real Decreto
920/2017, De 23 De Octubre, Por El Que Se Regula La Inspección Técnica De Vehículos.)",500;250,"Titular

Arrendatario a largo plazo","NOTA: En la actualidad se viene facilitando a los conductores un volante recordatorio de dicha obligación, aunque sin llegar a retirar el permiso físico, existiendo un intercambio de información entre el procedimiento sancionador tramitado y el Registro de Vehículos para reseñar tal anotación (Instrucción DGT S/113, de 14 de abril de 2010).",I.T.V.
VEH,10,1,5E,0,Grave 076.- O),"Poner En Circulación El Vehículo Reseñado, Cuya Última Inspección Técnica Ha Resultado Desfavorable, Habiendose Superado El Plazo Máximo Reglamentariamente Establecido Para Ser Sometido A Nueva Inspección. (En Relación Directa Con Lo Preceptuado En El Art.
11.2 Del Real Decreto 920/2017, De 23 De Octubre, Por El Que Se Regula La
Inspección Técnica De
Vehículos)",200;100,"Titular

Arrendatario a largo plazo",,I.T.V.
VEH,10,1,5F,0,Grave 076.- O),"Poner En Circulación El Vehículo Reseñado, Cuya Última Inspección Técnica Ha Resultado Negativa, Habiendo Quedado Inhabilitado Para Circular Por Las Vías
Públicas",200;100,"Titular

Arrendatario a largo plazo","NOTA: En relación directa con lo preceptuado en el artículo 11.3 del Real Decreto920/2017, de 23 de octubre, por el que se regula la Inspección Técnica de Vehículos",I.T.V.
VEH,11,-,5E,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Sin Estar Provisto De Parabrisas Y Dispositivos Lavaparabrisas, En Las Dimensiones Y Forma Establecidas Reglamentariamente En El Anexo I. (Habrá De Especificarse El Concreto Supuesto
Detectado (4).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5F,0,Grave 076.- O),"Circular Con Un Vehículo Cuyos Elementos Transparentes Incumplen Lo Establecido Reglamentariamente En Lo Que Respecta A Su Afectación Al Campo De Visión Del Conductor. (Habrá De Especificarse El Concreto Supuesto
Detectado (3).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5G,0,Muy grave 077.- LL),"Circular Con El Vehículo Reseñado Cuyos Órganos De Dirección No Se Ajustan A Las Prescripciones Técnicas Fijadas Reglamentariamente. (Habrá De Especificarse El Concreto Supuesto Detectado (5), Particularmente Referido A Que Pueda Impedir Al Conductor Mantener O Modificar La
Dirección Del Vehículo.)",500;250,Titular,"NOTA: Si además, la infracción afecta manifiestamente a la seguridad vial, podría denunciarse al conductor del mismo por conducción temeraria (art. 3 RGCirc).",CONDICION ES TÉCNICAS
VEH,11,-,5H,0,Grave 076.- O),"Circular Con Un Vehículo Desprovisto De Dispositivo Que Permita La Marcha Atrás Del Vehículo. (Excepto Motocicletas, Motocultores Conducidos A Pie Y Vehículos De Tres Ruedas Simétricas Con Respecto Al Plano Longitudinal
Medio Del Vehículo (6))",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5I,0,Grave 076.- O),"Circular Con Un Vehículo
Desprovisto De Un Aparato Productor De Señales Acústicas En La Forma Establecida Reglamentariamente. ((7))",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5J,0,Grave 076.- O),"Circular Con Un Vehículo
No Prioritario Con Aparatos Emisores De Señales Acústicas Especiales. (Sin Perjuicio De Imponer Sanción Al Titular Del Vehículo Por Infracción Del Artículo 7 Rgv, Sobre Reformas De Importancia.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5K,0,Grave 076.- O),"Circular Con Un Vehículo
Cuyos Órganos De Maniobra E Indicadores No Puedan Ser Fácilmente Identificados Y Accionados De Forma Instantánea Por El Conductor. (Habrá De Especificarse El Concreto Supuesto Detectado (8).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5L,0,Grave 076.- O),"Construir Un Vehículo Cuyos Órganos Mecánicos O Equipos Complementarios Supongan Peligro Para Los Usuarios De La Vía Pública. (Habrá De Especificarse El Concreto Supuesto Detectado, Que Constituya Causa De Peligro Y/O Pueda Provocar Riesgo De
Incendio O Explosión (9).)",200;100,Autor,,CONDICION ES TÉCNICAS
VEH,11,-,5M,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Cuyos Órganos Motores No Se Ajustan A Las Prescripciones Técnicas Fijadas Reglamentariamente. (Vehículo Cuyos Órganos Motores No Estuvieran Construidos, Instalados Y Protegidos En La Forma Establecida
Reglamentariamente(10).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5N,0,Muy grave 077.- LL),"Circular Con El Vehículo Reseñado Provisto De Depósitos, Tubos Y Piezas Que Contengan Materia Inflamable Que No Cumplan Las Prescripciones Técnicas Fijadas Reglamentariamente. (Vehículo Cuyos Órganos Motores Constituyan Causa De Peligro, Riesgo De Incendio O Explosión
(10).)",500;250,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5O,0,Grave 076.- O),"Circular Con Un Vehículo
De Motor Capaz De Alcanzar En Llano Una Velocidad Superior A Los 40 Km/H, Desprovisto De Indicador De Velocidad Expresado En Kilómetros Por Hora. ((11))",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5P,0,Grave 076.- O),"Circular Con Un Vehículo
De Motor Desprovisto De Tacógrafo Y Limitador De Velocidad Cuando Así Se Exija Reglamentariamente. (Deberá Especificarse La Concreta Circunstancia Detectada, En Relación Con Lo Dispuesto En El Anexo I Rgv (12). )",200;100,Titular,"NOTA: Las Directivas CEE 2002/85, la 92/6 y la 92/24, así como el RD 1417/05 (BOE de 3 de diciembre), recogen aquellos vehículos que están obligados a la instalación y uso del limitados de velocidad.",CONDICION ES TÉCNICAS
VEH,11,-,5Q,0,Muy grave 077.- LL),"Circular Con Un
Automóvil Sin Llevar Instalados Cinturones De Seguridad U Otros Sistemas De Retención Homologados, Cuando Ello Se Exija Reglamentariamente. (Deberá Especificarse La Concreta Circunstancia Detectada, En Relación Con Lo Dispuesto En El Anexo I Rgv (13).)",500;250,Titular,,CINTURON - SIST. R.
VEH,11,-,5R,0,Grave 076.- O),"Circular Con Un Vehículo Dotado De Apoyacabezas Sin Que Éstos Cumplan Las Prescripciones Establecidas Reglamentariamente. (Deberá Especificarse La Concreta Circunstancia Detectada, En Relación Con Lo Dispuesto En El
Anexo I Rgv (14).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5S,0,Grave 076.- O),"Circular Con Un Vehículo Que No Está Provisto De Un Dispositivo Contra Su Utilización No Autorizada, Teniéndolo Así Dispuesto La Reglamentación Vigente Referida En El Anexo I. (Deberá Especificarse El Concreto Supuesto Detectado, El Cual Debiera Haber Permitido Poner Fuera De Servicio O Bloquear Un Órgano Esencial Del Vehículo Referido, Una Vez Estuviera Estacionado
(15).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5T,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Careciendo De Una Protección Eficaz Al Empotramiento De Vehículos Que Pudieran Chocar Por Su Parte Trasera. (Deberá Especificarse La Concreta Prescripción Así Establecida En El Anexo Iv Del Rgv. Reglamentación Contemplada En El Anexo
I Del Rgv. (16).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5U,0,Grave 076.- O),"Circular Con Un Vehículo Destinado Al Transporte De Mercancías Desprovisto De Un Dispositivo De Protección Lateral, Cuando Así Se Exija Reglamentariamente. (Deberá Especificarse La Concreta Reglamentación Así Establecida En El En El
Anexo I Del Rgv. (17).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5V,0,Grave 076.- O),"Circular Con Un Vehículo Destinado Al Transporte De Mercancías Desprovisto De Un Dispositivo Antiencastramiento Delantero Cuando Así Se Exija Reglamentariamente. (Deberá Especificarse La Concreta Reglamentación Así Establecida En El En El
Anexo I Del Rgv. (18).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5W,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Que No Se Ajuste A Las Disposiciones Relativas A Ruidos, Con El Escape Libre, Sin Silenciador De Explosiones O Con Éste Ineficaz. (Deberá Especificarse Las Concretas Circunstancias Observadas, Así Como La Reglamentación Directamente Vulnerada Y Reflejada En El Anexo I Del Rgv (19). Directiva 70/157/Cee, Sobre Nivel Sonoro Admisible En
Vehículos Automóviles.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,-,5X,0,Grave 076.- O),"Circular Con El Vehículo Reseñado, Que No Se Ajusta A Las Disposiciones Relativas A Emisión De Humos Y Gases Contaminantes, Lanzando Humos Que Puedan Dificultar La Visibilidad A Los Conductores De Otros Vehículos O Resultar Nocivos. (Deberá Especificarse Las Concreta Circunstancias Observadas, Así Como La Reglamentación Directamente Vulnerada Y Reflejada En El Anexo I
Del Rgv (19).)",200;100,Titular,,EMISIONES
VEH,11,-,5Y,0,Grave 076.- O),"Circular Con Un Vehículo De Motor Que No Se Ajuste A Las Disposiciones Relativas A Materia Electromagnética. (Deberá Especificarse La Concreta Reglamentación Así Establecida En El En El
Anexo I Del Rgv (19).)",200;100,Titular,,EMISIONES
VEH,11,-,5Z,0,Muy grave 077.- LL),"Circular Con Un Vehículo Que Incumple Las Condiciones Técnicas Que Deben Tener Los Vehículos De Motor, Sus Partes Y Piezas, Para Poder Ser Matriculado O Puesto En Circulación, Afectando Las Mismas Gravemente A La Seguridad Vial. (Tipo Genérico: Deberá Especificarse Aquella Condición O Condiciones Técnicas Que Tengan La Consideración De Grave Afectación A La
Seguridad Vial.)",500;250,Titular Conductor,,CONDICION ES TÉCNICAS
VEH,11,1,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Cuyo Campo De Visión No Permite Una Visibilidad Diáfana Sobre La Vía Por La Que Circula. (Habrá Que Especificarse La Concreta Causa De Tal Circunstancia, Así Como Cuál De Los Elementos Transparentes Dificulta
La Visibilidad. (1).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,11,2,5A,0,Grave 076.- O),"Circular Con Un Vehículo Que Carece Del Reglamentario Número De Espejos Retrovisores (Habrá De Especificarse El Concreto Supuesto Detectado (2).Los Vehículos De Motor Deben Estar Provistos De Uno O Varios Espejos Retrovisores, Según La
Categoría Del Vehículo.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,-,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Cuyas Puertas No Tengan Cerradura U Órgano De Fijación Que Impida Su Apertura No Deseada. (Deberán Especificarse Las Concretas Condiciones En Las Que Circula El Vehículo Objeto De
Denuncia (3).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,-,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Incumpliendo Las Condiciones Establecidas Reglamentariamente Y Recogidas En El Anexo I. (Deberán Especificarse Las Concretas
Condiciones Incumplidas.)",200;100,"Titular

Arrendatario a largo plazo",,CONDICION ES TÉCNICAS
VEH,12,-,5B,0,Muy grave 077.- LL),"Circular Con El Vehículo Reseñado Incumpliendo Las Condiciones Establecidas Reglamentariamente Y Recogidas En El Anexo I. (Deberán Especificarse Las Concretas Condiciones Incumplidas, Que Afectan Gravemente
A La Seguridad Vial.)",500;250,"Titular

Arrendatario a largo plazo",,CONDICION ES TÉCNICAS
VEH,12,-,5C,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Teniendo Adornos U Objetos Con Aristas Salientes Que Presenten Peligro Para Los Ocupantes O El Resto De Usuarios De La Vía. (Tanto En El Interior Como En El Exterior Del
Vehículo (1).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,-,5D,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Cuyos Asientos No Están Anclados A La Estructura Del Vehículo De Forma Resistente. (Deberán Especificarse Las Concretas Condiciones En Las Que Circula El Vehículo
Objeto De Denuncia (2).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,4-1,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Cuyos Materiales Transparentes No Ofrecen Una Calidad, Resistencia Y Elasticidad Suficientes Para Reducir Al Máximo Los Riesgos De Lesiones En Caso De Impacto Contra Ellos. (Deberán Especificarse Las Concretas Condiciones En Las Que Circula El Vehículo
Objeto De Denuncia (4.1).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,4-2,5B,0,Grave 076.- O),"Circular Con Un Vehículo Autorizado A Transportar, Simultáneamente Personas Y Carga, Sin Una Protección Adecuada A La Carga Que Transporta. (Ajustadas A Las Condiciones Del Anexo Vi Y Referidas En La Reglamentación Del Anexo I (4.2.). Los Vehículos Autorizados A Transportar Simultáneamente Personas Y Carga Deberán Estar Provistos De Una Protección Adecuada A La Que
Transporten. )",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,5-1,5A,0,Grave 076.- O),"Circular Con Un Vehículo Cuyos Neumáticos No Presentan Dibujo En Las Ranuras Principales De La Banda De Rodamiento. (Se Formularan Tantas Denuncias Como Neumáticos Estén En Mal Estado, Siempre Y Cuando Estén En Distintos Ejes Del Vehículo, Detallando Su Ubicación Y
Características.)",200;100,Titular,"NOTA: Si fuera un camión de más de 7.500 kg o autobús con 3 o más neumáticos defectuosos, estando mojada la calzada, habría de denunciarse, igualmente, la conducción temeraria por parte del conductor por circular en tales condiciones. (5.1)",NEUMATIC OS
VEH,12,5-1,5C,0,Grave 076.- O),"Circular Con Un Vehículo Cuyos Neumáticos No Reúnan Las Condiciones Mínimas De Utilización, Según Lo Exigido Reglamentariamente. (Deberán Especificarse Las Concretas Condiciones En Las Que Circula El Vehículo
Objeto De Denuncia (5.1).)",200;100,Titular,,NEUMATIC OS
VEH,12,5-1,5D,0,Grave 076.- O),"Circular Con Una Vehículo Cuyo Sistema De Rodadura Tenga Superficies Metálicas, Estriadas O Con Salientes, Sin Estar Equipado Con Protecciones Adecuadas A Tal Efecto. (Deberán Especificarse Las Concretas Condiciones En Las Que Circula El Vehículo Objeto De
Denuncia (5.1).)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,5-2,5A,0,Grave 076.- O),"No Colocar Cadenas, Dispositivos Antideslizantes O Neumáticos Especiales Cuando Sea Obligatorio, Al Menos, Sobre Una Rueda Motriz A Cada Lado Del Vehículo. (En Relación Con Lo Dispuesto En El Anexo Vii Y Reglamentación
Referida En El Anexo I.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,6,5A,0,Grave 076.- O),"Circular Con Un Vehículo Que No Está Equipado Con Protecciones Adecuadas Que Eviten En Lo Posible Las Salpicaduras De Las Ruedas. (Cuando La Carrocería Del Vehiculo No Este Diseñada A Tal Efecto, Como Sería El Caso De Los Vehículos Especiales Cuando Tales Protecciones Fueran Incompatibles Con Su
Utilización.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,7,5A,0,Grave 076.- O),"Circular Con Un Vehículo Que No Dispone De Sistema De Suspensión Elástica Que Facilite La Adherencia Y La Estabilidad Durante La Marcha. (Deberán Especificarse Las Circunstancias Concretas Que Permitieron La Detección De Los Hechos
Denunciados.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,8-1,5A,0,Grave 076.- O),"Circular Con Un Vehículo Que No Dispone De Un Sistema De Frenado En Las Condiciones Exigidas Reglamentariamente. (Deberá Especificarse El Incumplimiento Detectado Y Las Condiciones De Circulación Del Vehículo Objeto De Denuncia. En Relación Con Lo Dispuesto En El Anexo Viii Y Reglamentación
Referida En El Anexo I.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,8-4,5A,0,Grave 076.- O),"Circular Con Una Motocicleta Que No Dispone De Los Sistemas De Frenado Establecidos Reglamentariamente. (Deberá Especificarse El Concreto Incumplimiento
Detectado.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,8-5,5A,0,Grave 076.- O),"Circular Con Un Vehículo De Tres Ruedas Simétricas Con Respecto Al Plano Longitudinal Sin Estar Equipado De Los Sistemas De Frenado Reglamentariamente Previstos. (Debe Especificarse Las Circunstancias Del
Incumplimiento.)",200;100,Titular,,CONDICION ES TÉCNICAS
VEH,12,9,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado, Sometido A Normas Especiales, Incumpliendo Las Exigencias Reglamentariamente Establecidas En Lo Concerniente A Sus Condiciones Técnicas. (Referido A Vehículos De Transporte De Viajeros, Transporte Escolar Y De Menores, De Mercancías Peligrosas, De Mercancías Perecederas Y Otros Sometidos A
Normas Especiales.)",200;100,Titular,"NOTA: Además de cumplir su reglamentación específica recogida en el Anexo I del RGVeh., también habrá de cumplir las exigencia del Capítulo II, Título II de dicho Reglamento ESPECIFICAR INCUMPLIMIENTO.",CONDICION ES TÉCNICAS
VEH,13,1,5A,0,Muy grave 077.- LL),"Circular Con Un Vehículo Tractor Y Su Remolque Sin Que Los Elementos Mecánicos, Neumáticos Y Electrónicos De Conexión Entre Ambos Sean Compatibles Entre Sí. (De Conformidad Con Lo Establecido En La Reglamentación Referida En El Anexo I, Supuesto Que Afecta Gravemente A
La Seguridad Vial.)",500;250,Titular,,"REMOLQUE
de VEHÍCULOS"
VEH,13,1,5B,0,Grave 076.- O),"Circular Con Un Vehículo Tractor Y Su Remolque Incumpliendo Las Disposiciones Reglamentarias Existentes Para Estos Vehículos. (De Conformidad Con Lo Establecido En La Reglamentación Referida
En El Anexo I.)",200;100,Titular,,"REMOLQUE
de VEHÍCULOS"
VEH,13,2,5A,0,Grave 076.- O),"Circular Con Un Remolque Que No Esté Dotado De Un Dispositivo Que Obligue A Seguir A Sus Ruedas Una Trayectoria Análoga A La
Del Vehículo Tractor.",200;100,Titular,,"REMOLQUE
de VEHÍCULOS"
VEH,13,3,5A,0,Grave 076.- O),"Circular Con Un Remolque Cuyo Dispositivo De Acoplamiento Con El Vehículo Tractor No Esté Dotado Con Un Elemento Que Impida El Desacoplamiento Del
Mismo.",200;100,Titular,,"REMOLQUE
de VEHÍCULOS"
VEH,13,4,5A,0,Grave 076.- O),"Circular Con Remolque Desprovisto De Dispositivo De Acoplamiento Secundario (Cadena, Cable, Etc). (Cuando La Masa Máxima Del Remolque Sea Menor O Igual A 1500 Kg Y, Además, Esté Desprovisto De Sistema De Frenado Automático En Caso De Desacoplamiento Del
 Vehículo Tractor.)",200;100,Titular,,"REMOLQUE
de VEHÍCULOS"
VEH,14,1,5B,0,Grave 076.- O),"Circular Con Un Vehículo Cuyas Masas, Dimensiones Y Presión Sobre El Pavimento Superen Las Máximas Establecidas En Las Disposiciones Del Anexo Ix Y Reglamentación Del Anexo I. (Deberá Indicarse La Masa O Dimensión Antirreglamentaria, Así Como La Carga Que, En Su Caso, Transporte El Vehículo Objeto De
Denuncia.)",200;100,Titular,"NOTA: Supuestos de circulación con un vehiculo cuyas dimensiones exceden de los límites reglamentarios, en relación con lo dispuesto en el art. 13.1 RGCirc.",MASAS Y DIMENSION ES
VEH,14,2,5A,0,Muy grave 077.- LL),"Circular Sin Autorización Complementaria O Especial Con Un Vehículo Que Por Sus Características Técnicas O Por La Carga Indivisible Que Transporta, Supera La Longitud, Anchura O Altura Máximas Reglamentariamente Admitidas. (Indicar La Masa O Dimensión Antirreglamentario, Así Como La Carga Indivisible Que, En Su Caso, Transporte El Vehículo
Objeto De Denuncia.)",500;250,Titular,"NOTA: Supuestos de circulación con un vehículo cuya carga indivisible rebasa las dimensiones máximas reglamentariamente autorizadas sin autorización complementaria, en relación con lo dispuesto en adt. 13.1 RGCirc.",MASAS Y DIMENSION ES
VEH,14,2,5D,0,"Muy grave 077.-
L)","Circular Con El Vehículo Reseñado Incumpliendo Las Condiciones Establecidas En La Autorización Complementaria O Especial. (Detallar Sucintamente La Condición Incumplida, Para Así Dirigir Las Actuaciones A Su Verdadero Responsable. Si Dicho Incumplimiento Consistiese En No Llevar La Señal V-4, Se Denunciará Dicha Conducta Como Infracción A Lo Dispuesto
En El Art. 52.2 Del Rgc.)",500;250,Titular Conductor,"NOTA: En casos de exceso de velocidad o utilización de distinto itinerario, se responsabilizaría al conductor del vehículo",MASAS Y DIMENSION ES
VEH,15,1,5A,0,Grave 076.- O),"Circular Con Un Vehículo Cuyas Luces Y Dispositivos Reflectantes Dobles Y Con Idéntica Finalidad No Se Correspondan En Color, Intensidad Y Colocación A Las Establecidas Reglamentariamente. (Deberá Especificarse El Concreto Incumplimiento
Detectado.)",200;100,Titular,,ALUMBRAD O
VEH,15,2,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado, Teniendo Instaladas En El Mismo Más Luces Intermitentes O De Intensidad Variable De Las Indicadas Reglamentariamente. (A Excepción De Las Indicadas En La Reglamentación Que Se
Recoge En El Anexo I.)",200;100,Titular,,ALUMBRAD O
VEH,15,4,5B,0,Grave 076.- O),"Circular Con Un Vehículo Cuyos Dispositivos De Alumbrado Y Señalización Óptica No Cumplan Las Exigencias Especificadas En La Reglamentación Del Anexo I. (Deberá Especificarse El Concreto Incumplimiento
Detectado.)",200;100,Titular,,ALUMBRAD O
VEH,15,5,5A,0,Grave 076.- O),Circular Con El Vehículo Reseñado Llevando Instaladas Más Luces Que Las Reglamentariamente Admitidas. (Deberá Especificarse El Concreto Incumplimiento Detectado.),200;100,Titular,"NOTA: No se instalarán en los vehículos más luces que las autorizadas en el presente Reglamento, prohibiéndose exprésamente el uso de pinturas o dispositivos luminosos o reflectantes no autorizados, salvo en los supuestos y condiciones previstos en la reglamentación que
se recoge en elos Anexos I y XI.",ALUMBRAD O
VEH,15,5,5B,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Llevando Dispositivos Reflectantes O Pinturas No Autorizados. (Salvo En Los Supuestos Y Condiciones Previstos En Reglamentación Recogida En Los Anexos I
Y Xi Del Rgv.)",200;100,Titular,,ALUMBRAD O
VEH,15,5,5C,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Llevando Instalados Dispositivos Luminosos No Autorizados (Salvo En Los Supuestos Y Condiciones Previstos En Reglamentación Recogida En Los Anexos I
Y Xi Del Rgv.)",200;100,Titular,,ALUMBRAD O
VEH,16,-,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Sin Estar Provisto De Los Dispositivos De Alumbrado Y Señalización Óptica Obligatorios (Habrá De Especificarse El Dispositivo Del Que Carece El Vehículo, De Conformidad Con Lo Dispuesto En Los Anexos
 X Y I Del Rgveh.)",200;100,Titular,,ALUMBRAD O
VEH,17,-,5A,0,Grave 076.- O),"Circular Con El Vehículo Reseñado Estando Provisto De Dispositivos De Alumbrado Y Señalización Óptica No Autorizados Reglamentariamente . (Habrá De Especificarse El Dispositivo Instalado En El Vehículo, No Incluido Entre Las Excepciones Admitidas En Los Anexos I Y X Del
 Rgveh.)",200;100,Titular,,ALUMBRAD O
VEH,18,1,5B,0,Leve,No Llevar Instalada En El Vehículo La Señal Reglamentaria Correspondiente (Deberá Indicarse La Señal Omitida),80;40,Titular Conductor,"NOTA: En el caso de vehículos especiales y conjunto de vehículos, vehículos en régimen de transporte especial y para determinados conductores en razón a sus circunstancias personales, se
denunciará por el art. 52.2 RGCir.",SEÑALIZACi ÓN
VEH,18,1,5C,0,Leve,"Circular Con El Vehículo Reseñado Teniendo Instalada La Señal V-14, Sin Encontrarse En El Momento De Los Hechos Realizando O Ejerciendo Las Funciones Reglamentariamente Establecidas. (Supuesto Específicamente Destinado A Perseguir Las Infracciones A Lo Dispuesto En Dicho Precepto En Consonancia Con Lo Establecido En Las Especificaciones Descriptivas De Dicha Señal, Plasmadas En El
Propio Anexo Xi.)",80;40,Conductor,,SEÑALIZACi ÓN
VEH,18,1,5D,0,"Muy grave 077.-
L)","Circular Con El Vehículo Reseñado Teniendo Instalados Dispositivos Luminosos De Señales Especiales Teniéndolo Específicamente Prohibido Por No Estar Prestando El Mismo Tales Servicios Ni Concurrir Las Circunstancias Establecidas Reglamentariamente. (Tipo Específicamente Habilitado Para La Persecución De Conductas Consistentes En Elmontaje Y Utilización De Las Señales V-1 Y V-2, No Respetando Las Concretas Limitaciones Y Regulación Contenidas En El Anexo Xi
Del Rgveh.)",500;250,Titular,NOTA: Habrán de especificarse las concretas circunstancias detectadas en el supuesto.,SEÑALIZACi ÓN
VEH,18,1,5E,0,Leve,"Circular Con El Vehículo Reseñado Teniendo Instaladas Señales Para Dar A Conocer A Los Usuarios Determinadas Circunstancias O Características Relativas Al Servicio O Carga Del Mismo, O De Su Conductor, No Ajustándose A Lo Dispuesto Reglamentariamente (Tipo Genérico Habilitado Para La Persecución De Conductas Contrarias A Lo Dispuesto En Dicho Precepto En Relación Con Todos Y Cada Uno De Los Supuestos Contemplados En El
Anexo Xi Del Rgveh.)",80;40,Titular Conductor,"NOTA: Mediante la Instrucción DGT nº 057V-63, S-68 de 14 de septiembre de 2005 se recuerda que no han de formularse denuncias por el hecho de no llevar en el vehículo la señal V-9 (Servicio Público) al no regularse en el RGVeh. su obligatoriedad.",SEÑALIZACi ÓN
VEH,21,1,5B,0,Grave 076.- O),"Circular Con El Ciclomotor Reseñado Que Carece De Espejo Retrovisor (Deberá Especificarse El Concreto Incumplimiento
Detectado.)",200;100,Titular,,CICLOMOT ORES
VEH,21,1,5C,0,Grave 076.- O),"Circular Con Un Ciclomotor Que No Se Ajusta A Los Tipos De Homologación Y Características Técnicas Reglamentariamente Establecidas. (Deberá Especificarse El Concreto Incumplimiento Detectado. En Relación Con Reglamentación Recogida En El Anexo I Del Rgv, Así Como Lo Establecido Para Motocicletas Y Vehículos De 3 Ruedas Que Le Sea
Aplicable.)",200;100,Titular Conductor,,CICLOMOT ORES
VEH,21,2,5A,0,Grave 076.- O),"Circular Con El Ciclomotor Reseñado Sin Estar Provisto Del Alumbrado Y Señalización Óptica Obligatorios (Deberá Especificarse El Concreto Incumplimiento Detectado, En Relación Directa Con La Reglamentación Recogida En Los Anexos I
 Y X Del Rgv.)",200;100,Titular Conductor,,CICLOMOT ORES
VEH,22,1,5A,0,Leve,"Circular Con Un Ciclo Sin Un Sistema Adecuado De Frenado. (Que Actúe Sobre Las Ruedas Traseras Como Las
Delanteras.)",80;40,Conductor,,CICLOS
VEH,22,1,5B,0,Leve,"Circular Con Un Ciclo Desprovisto De Timbre. (Sólo Se Admite Este Dispositivo De Señal Acústica, Prohibiéndose Cualquier Otro Distinto A
Aquel.)",80;40,Conductor,,CICLOS
VEH,22,2,5A,0,Grave 076.- O),"Circular De Noche Con Un Ciclo Por Tramo De Vía Señalizado Como Túnel, Sin Disponer De Las Luces Y Catadióptricos Reglamentariamente Establecidos. (Habrá De Especificarse Las Concretas Circunstancias Concurrentes En La
Infracción Observada.)",200;100,Conductor,,CICLOS
VEH,22,2,5B,0,Grave 076.- O),"Circular De Noche Con Un Ciclo En Condiciones Meteorológicas O Ambientales Que Disminuyan Sensiblemente La Visibilidad, Sin Disponer De Las Luces Y Catadióptricos Reglamentariamente Establecidos. (Habrá De Especificarse Las Concretas Circunstancias Concurrentes En La
Infracción Observada.)",200;100,Conductor,,CICLOS
VEH,22,3,5A,0,Grave 076.- O),"Circular Con Una Bicicleta Que No Se Corresponde A Un Tipo Homologado De Acuerdo Con Lo Establecido Reglamentariamente. (Deberá Especificarse El Concreto Supuesto Detectado, En Directa Relación Con Lo Dispuesto En La Reglamentación
Recogida En El Anexo I.)",200;100,Conductor,,CICLOS
VEH,22,4,5A,0,Grave 076.- O),"Circular Con Una Bicicleta De Noche O Por Tramo Señalizado Con La Señal De Túnel, Sin Disponer De Las Luces Y Catadióptricos Reglamentariamente Establecidos. (Deberá Especificarse El Concreto Supuesto
Detectado.)",200;100,Conductor,,CICLOS
